time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x_pred	y_pred	z_pred	dxr_pred	dyr_pred	dzr_pred	dxrT	dyrT	dzrT	dxrUn	dyrUn	dzrUn	x	y	z	dx	dy	dz	ux	uy	uz	dxd	dyd	dzd	Perpx	Tangx	Perpy	Tangy	Perpz	Tanz	ax	ay	az	pitch	roll	yaw	yawd	eyaw	kpvx	kpvy	kpvz	kpyaw	kivx	kivy	kivz	kdvx	kdvy	kdvz	kdyaw	ktg	veld	pitchoff	ke1	ke2	gravity	thr_vel
8.23254	0.546285	-0.125557	-41	30	1450	50	0.202241	0.0284886	-0.0290932	0.00139526	0.000196543	-0.000200714	-1.78287	-0.134657	0.125557	-0.00413303	-0.0247791	0.00190328	-0.00377541	-0.0248685	0.00141881	-0.00377541	-0.0248685	0.00141881	-1.78162	-0.126451	0.125557	-0.00377541	-0.0248685	0.00141881	0.353372	0.0487012	6.09118	0.198108	0.00370944	-0.02719	0.0313608	0.167601	0.076298	-0.068889	-0.0189597	0	6.83752e-314	2.11554e-314	9.81	-0.0411898	0.0127409	0.0168505	0.0753853	0.0585014	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.23562	0.546285	-0.125557	-41	30	1500	96	0.202232	0.0284877	-0.0291624	0.00201814	0.000284285	-0.000290534	-1.78287	-0.134657	0.125557	-0.00413303	-0.0247791	0.00190328	-0.00377541	-0.0248685	0.00141881	-0.00377541	-0.0248685	0.00141881	-1.78162	-0.126451	0.125557	-0.00377541	-0.0248685	0.00141881	0.353372	0.0487012	6.09118	0.198099	0.00370856	-0.0272591	0.0313608	0.167601	0.076298	-0.068889	-0.0189597	0	0.256064	0.0785612	3.64377	-0.0415388	0.0127409	0.0168505	0.0753853	0.0585014	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.23861	0.55088	-0.125557	-39	35	1550	97	0.200516	0.0327996	-0.0107347	0.00261688	0.000382225	-0.000322588	-1.78202	-0.136899	0.125557	-0.00241342	-0.029108	-0.0164972	-0.00121308	-0.0289207	-0.0169524	-0.00121308	-0.0289207	-0.0169524	-1.78162	-0.127355	0.125557	-0.00121308	-0.0289207	-0.0169524	0.374287	0.0607359	5.83471	0.198103	0.00369157	-0.0272318	0.0318007	0.167161	0.0767381	-0.0692726	-0.0189325	0	0.256068	0.0785623	3.64368	-0.0415388	0.0127409	0.0172208	0.0766714	0.0594156	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.24568	0.55088	-0.125557	-39	35	1600	97	0.200512	0.0328039	-0.0107686	0.0040355	0.000614312	-0.000398776	-1.78202	-0.136899	0.125557	-0.00241342	-0.029108	-0.0164972	-0.00121308	-0.0289207	-0.0169524	-0.00121308	-0.0289207	-0.0169524	-1.78162	-0.127355	0.125557	-0.00121308	-0.0289207	-0.0169524	0.374287	0.0607359	5.83471	0.198098	0.00369589	-0.0272658	0.0318007	0.167161	0.0767381	-0.0692726	-0.0189325	0	0.256219	0.0772078	3.66584	-0.0417134	0.0125664	0.0172208	0.0766714	0.0594156	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.25569	0.55088	-0.125557	-39	35	1650	97	0.200502	0.0328031	-0.0108377	0.00604253	0.000942671	-0.000507261	-1.78202	-0.136899	0.125557	-0.00241342	-0.029108	-0.0164972	-0.00121308	-0.0289207	-0.0169524	-0.00121308	-0.0289207	-0.0169524	-1.78162	-0.127355	0.125557	-0.00121308	-0.0289207	-0.0169524	0.374287	0.0607359	5.83471	0.198089	0.00369502	-0.0273349	0.0318007	0.167161	0.0767381	-0.0692726	-0.0189325	0	0.258364	0.0772083	3.66579	-0.0420624	0.0125664	0.0172208	0.0766714	0.0594156	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.26566	0.55088	-0.125557	-39	35	1700	97	0.200493	0.0328022	-0.0109069	0.00804003	0.00126948	-0.000615926	-1.78202	-0.136899	0.125557	-0.00241342	-0.029108	-0.0164972	-0.00121308	-0.0289207	-0.0169524	-0.00121308	-0.0289207	-0.0169524	-1.78162	-0.127355	0.125557	-0.00121308	-0.0289207	-0.0169524	0.374287	0.0607359	5.83471	0.198079	0.00369415	-0.027404	0.0318007	0.167161	0.0767381	-0.0692726	-0.0189325	0	0.260511	0.0772094	3.66571	-0.0424115	0.0125664	0.0172208	0.0766714	0.0594156	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.27176	0.552759	-0.124246	-29	34	1750	98	0.191412	0.0316852	-0.0102967	0.00920937	0.00146304	-0.000678829	-1.78291	-0.137307	0.124246	0.00668835	-0.02766	-0.0169052	0.00788529	-0.0273136	-0.0169524	0.00788529	-0.0273136	-0.0169524	-1.78167	-0.127764	0.124246	-0.00377541	-0.0289207	-0.0169524	0.403072	0.0666138	5.32176	0.198101	0.00402524	-0.0272019	0.031866	0.167103	0.076973	-0.0691789	-0.0187256	0	0.260514	0.0772105	3.66562	-0.0424115	0.0125664	0.0172208	0.076861	0.0596048	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.27567	0.552759	-0.124246	-29	34	1800	98	0.191408	0.03168	-0.010332	0.00995778	0.00158691	-0.000719227	-1.78291	-0.137307	0.124246	0.00668835	-0.02766	-0.0169052	0.00788529	-0.0273136	-0.0169524	0.00788529	-0.0273136	-0.0169524	-1.78167	-0.127764	0.124246	-0.00377541	-0.0289207	-0.0169524	0.403072	0.0666138	5.32176	0.198096	0.00402005	-0.0272372	0.031866	0.167103	0.076973	-0.0691789	-0.0187256	0	0.261554	0.0782735	3.66635	-0.042586	0.0127409	0.0172208	0.076861	0.0596048	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.28579	0.552759	-0.124246	-29	34	1850	98	0.191403	0.0316796	-0.0103666	0.011893	0.00190723	-0.000824043	-1.78291	-0.137307	0.124246	0.00668835	-0.02766	-0.0169052	0.00788529	-0.0273136	-0.0169524	0.00788529	-0.0273136	-0.0169524	-1.78167	-0.127764	0.124246	-0.00377541	-0.0289207	-0.0169524	0.403072	0.0666138	5.32176	0.198091	0.00401961	-0.0272718	0.031866	0.167103	0.076973	-0.0691789	-0.0187256	0	0.262628	0.078274	3.66631	-0.0427606	0.0127409	0.0172208	0.076861	0.0596048	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.29564	0.552759	-0.124246	-29	34	1900	98	0.191393	0.0316787	-0.0104357	0.0137794	0.00221945	-0.000926898	-1.78291	-0.137307	0.124246	0.00668835	-0.02766	-0.0169052	0.00788529	-0.0273136	-0.0169524	0.00788529	-0.0273136	-0.0169524	-1.78167	-0.127764	0.124246	-0.00377541	-0.0289207	-0.0169524	0.403072	0.0666138	5.32176	0.198082	0.00401873	-0.0273409	0.031866	0.167103	0.076973	-0.0691789	-0.0187256	0	0.264772	0.0782746	3.66627	-0.0431096	0.0127409	0.0172208	0.076861	0.0596048	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.30564	0.552759	-0.124246	-29	34	1950	98	0.191384	0.0316778	-0.0105048	0.0156936	0.00253629	-0.00103197	-1.78291	-0.137307	0.124246	0.00668835	-0.02766	-0.0169052	0.00788529	-0.0273136	-0.0169524	0.00788529	-0.0273136	-0.0169524	-1.78167	-0.127764	0.124246	-0.00377541	-0.0289207	-0.0169524	0.403072	0.0666138	5.32176	0.198072	0.00401785	-0.0274101	0.031866	0.167103	0.076973	-0.0691789	-0.0187256	0	0.266918	0.0782757	3.66618	-0.0434587	0.0127409	0.0172208	0.076861	0.0596048	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
