time ;e1;e2;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;ex;ey;ez;dex;dey;dez;cumulx;cumuly;cumulz;x;y;z;xp;yp;zp;xgoal;ygoal;zgoal;dxr;dyr;dzr;dxd;dyd;dzd;pitch;roll;yaw;kpx;kpy;kpz;kix;kiy;kiz;kdx;kdy;kdz;ktg;dist;step;pitchoff;ke1;ke2;gravity
0,122221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-150;150;-200;-0;0;-0;-600;600;-600;0,2;0,2;0,18;174;-1;-1;2561;
0,156522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-150;150;-200;-0;0;-0;-600;600;-600;0,2;0,2;0,18;174;-1;-1;2561;
0,188011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-150;150;-200;-0;0;-0;-600;600;-600;0,2;0,2;0,18;174;-1;-1;2561;
0,219678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-150;150;-200;-0;0;-0;-600;600;-600;0,2;0,2;0,18;174;-1;-1;2561;
0,258147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-150;150;-200;-0;0;-0;-600;600;-600;0,2;0,2;0,18;174;-1;-1;2561;
0,288396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-150;150;-200;-0;0;-0;-600;600;-600;0,2;0,2;0,18;174;-1;-1;2561;
0,321819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-150;150;-200;-0;0;-0;-600;600;-600;0,2;0,2;0,18;174;-1;-1;2561;
0,350941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-150;150;-200;-0;0;-0;-600;600;-600;0,2;0,2;0,18;174;-1;-1;2561;
0,385581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-150;150;-200;-0;0;-0;-600;600;-600;0,2;0,2;0,18;174;-1;-1;2561;
0,419955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-150;150;-200;-0;0;-0;-600;600;-600;0,2;0,2;0,18;174;-1;-1;2561;
0,451034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-150;150;-200;-0;0;-0;-600;600;-600;0,2;0,2;0,18;174;-1;-1;2561;
0,484238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-150;150;-200;-0;0;-0;-600;600;-600;0,2;0,2;0,18;174;-1;-1;2561;
0,520813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-150;150;-200;-0;0;-0;-600;600;-600;0,2;0,2;0,18;174;-1;-1;2561;
0,551459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-150;150;-200;-0;0;-0;-600;600;-600;0,2;0,2;0,18;174;-1;-1;2561;
0,582979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-150;150;-200;-0;0;-0;-600;600;-600;0,2;0,2;0,18;174;-1;-1;2561;
0,616254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-150;150;-200;-0;0;-0;-600;600;-600;0,2;0,2;0,18;174;-1;-1;2561;
0,653042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-150;150;-200;-0;0;-0;-600;600;-600;0,2;0,2;0,18;174;-1;-1;2561;
0,682437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-150;150;-200;-0;0;-0;-600;600;-600;0,2;0,2;0,18;174;-1;-1;2561;
