time ;e1;e2;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x;y;z;dxr;dyr;dzr;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;dxd;dyd;dzd;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kpyaw;kivx;kivy;kivz;kdvx;kdvy;kdvz;kdyaw;ktg;veld;pitchoff;ke1;ke2;gravity;thr_vel
0,132465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,158924;0;0;0;0;0;0;0;0;0;0;0;0;-2,82359;-0,233016;-0,511962;-0,0698163;0,00506858;-0,0318371;-0,07;0;-0,0318371;-0,127339;0;-0,0318371;0;0;0;0;0;0,0724717;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,197994;0;0;0;0;0;0;0;0;0;0;0;0;-2,82359;-0,251598;-0,512805;-0,132561;-0,0595217;-0,101837;-0,127339;-0,07;-0,101837;-0,127339;-0,47575;-0,422251;0;0;0;0;0;0,0805899;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,224428;0;0;0;0;0;0;0;0;0;0;0;0;-2,8167;-0,233016;-0,512805;-0,0571887;0,00415184;-0,0318371;-0,0573392;0;-0,0318371;-0,0246483;1,22856;-0,0318371;0;0;0;0;0;0,0724717;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,258258;0;0;0;0;0;0;0;0;0;0;0;0;-2,81604;-0,251598;-0,529298;0,00686296;-0,0708039;-0,101837;0,0126608;-0,07;-0,101837;0,279469;-0,47575;-0,422251;0;0;0;0;0;0,0823062;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,295543;0;0;0;0;0;0;0;0;0;0;0;0;-2,80216;-0,265152;-0,539172;0,0102511;-0,141694;-0,0318371;0,0241292;-0,14;-0,0318371;0,0241292;-0,236437;0,221932;0;0;0;0;0;0,0984533;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,324098;0;0;0;0;0;0;0;0;0;0;0;0;-2,80216;-0,270551;-0,539172;0,00337054;-0,211355;0,0381629;0,0241292;-0,21;0,0381629;0,0241292;-0,236437;0,221932;0;0;0;0;0;0,0984533;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,361986;0;0;0;0;0;0;0;0;0;0;0;0;-2,80641;-0,270551;-0,0876804;-0,059236;-0,13489;0,108163;-0,0458708;-0,14;0,108163;-0,180244;0,119698;0,221932;0;0;0;0;0;0,0971642;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,389332;0;0;0;0;0;0;0;0;0;0;0;0;-2,80641;0,0401171;-0,0876804;-0,114954;-0,0714953;0,0381629;-0,115871;-0,07;0,0381629;-0,180244;5,39499;-7,40509;0;0;0;0;0;-0,012956;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,425847;0;0;0;0;0;0;0;0;0;0;0;0;-2,80182;0,0756767;-0,333345;-0,185801;-0,0050758;-0,0318371;-0,185871;0;-0,0318371;-0,573472;5,39499;-7,40509;0;0;0;0;0;-0,0273116;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,455909;0;0;0;0;0;0;0;0;0;0;0;0;-2,80182;0,0756767;-0,333345;-0,113916;-0,0731381;0,0381629;-0,115871;-0,07;0,0381629;-0,109025;-0,577227;0,893928;0;0;0;0;0;-0,0273116;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,493964;0;0;0;0;0;0;0;0;0;0;0;0;-2,8051;0,0583189;-0,294623;-0,182687;-0,144129;0,108163;-0,185871;-0,14;0,108163;-0,338945;-3,07032;1,28767;0;0;0;0;0;-0,0224074;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,521076;0;0;0;0;0;0;0;0;0;0;0;0;-2,8051;-0,108341;-0,294623;-0,121709;-0,206671;0,178163;-0,115871;-0,21;0,178163;-0,109025;-4,37944;1,28767;0;0;0;0;0;0,0280202;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,556743;0;0;0;0;0;0;0;0;0;0;0;0;-2,7918;-0,269404;-0,533395;-0,208303;-0,263738;0,235444;-0,185871;-0,28;0,235444;-0,241821;-4,37944;0,235444;0;0;0;0;0;0,0824659;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,589152;0;0;0;0;0;0;0;0;0;0;0;0;-2,78318;-0,282059;-0,541787;-0,144413;-0,339221;0,165444;-0,115871;-0,35;0,165444;0,27529;-0,390183;-0,82165;0;0;0;0;0;0,0827778;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,621237;0;0;0;0;0;0;0;0;0;0;0;0;-2,78287;-0,269404;-0,533395;-0,0687792;-0,27527;0,235444;-0,0458708;-0,28;0,235444;0,27529;1,17898;0,235444;0;0;0;0;0;0,0824659;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,654869;0;0;0;0;0;0;0;0;0;0;0;0;-2,78287;-0,169524;-0,359036;0,0183208;-0,350352;0,305444;0,0241292;-0,35;0,305444;0,27529;-0,390183;6,26911;0;0;0;0;0;0,0165868;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
