time ;e1;e2;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;ex;ey;ez;dex;dey;dez;cumulx;cumuly;cumulz;x;y;z;xp;yp;zp;xgoal;ygoal;zgoal;dxr;dyr;dzr;dxd;dyd;dzd;pitch;roll;yaw;kpx;kpy;kpz;kix;kiy;kiz;kdx;kdy;kdz;ktg;dist;step;pitchoff;ke1;ke2;gravity
0,137569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-150;150;-200;-0;0;-0;-600;600;-600;1,2;0,2;0,18;174;-1;-1;2561;
0,167196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3,72043;0,360441;-0,372337;0;0;0;0;0;0;-0,0131239;0,0687587;-0,07;0;0;0;0;0;-0,188601;-150;150;-200;-0;0;-0;-600;600;-600;1,2;0,2;0,18;174;-1;-1;2561;
0,199368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3,7424;0,360441;-0,432181;0;0;0;0;0;0;-0,095064;0,12435;-0,14;0;0;0;0;0;-0,189062;-150;150;-200;-0;0;-0;-600;600;-600;1,2;0,2;0,18;174;-1;-1;2561;
0,233967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3,72043;0,450306;-0,503043;0;0;0;0;0;0;-0,0440122;0,205336;-0,21;0;0;0;0;0;-0,211147;-150;150;-200;-0;0;-0;-600;600;-600;1,2;0,2;0,18;174;-1;-1;2561;
0,26205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3,7048;0,498631;-0,505591;0;0;0;0;0;0;-0,0998787;0,120517;-0,14;0;0;0;0;0;-0,228382;-150;150;-200;-0;0;-0;-600;600;-600;1,2;0,2;0,18;174;-1;-1;2561;
0,301358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3,70145;0,498631;-0,506966;0;0;0;0;0;0;-0,0158482;0,0681824;-0,07;0;0;0;0;0;-0,228382;-150;150;-200;-0;0;-0;-600;600;-600;1,2;0,2;0,18;174;-1;-1;2561;
0,329459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3,7048;0,489473;-0,506507;0;0;0;0;0;0;-0,068222;-0,0156769;0;0;0;0;0;0;-0,225871;-150;150;-200;-0;0;-0;-600;600;-600;1,2;0,2;0,18;174;-1;-1;2561;
0,362447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3,71349;0,436772;-0,506507;0;0;0;0;0;0;-0,122201;-0,0978107;0,0163275;0;0;0;0;0;-0,211343;-150;150;-200;-0;0;-0;-600;600;-600;1,2;0,2;0,18;174;-1;-1;2561;
0,400102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3,71349;0,436772;-0,506507;0;0;0;0;0;0;-0,175959;-0,180937;0,0163275;0;0;0;0;0;-0,211343;-150;150;-200;-0;0;-0;-600;600;-600;1,2;0,2;0,18;174;-1;-1;2561;
0,429374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3,69946;0,461318;-0,515122;0;0;0;0;0;0;-0,220105;-0,26272;-0,0536725;0;0;0;0;0;-0,213938;-150;150;-200;-0;0;-0;-600;600;-600;1,2;0,2;0,18;174;-1;-1;2561;
0,465156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3,69946;0,461318;-0,515122;0;0;0;0;0;0;-0,205243;-0,331124;-0,123672;0;0;0;0;0;-0,213938;-150;150;-200;-0;0;-0;-600;600;-600;1,2;0,2;0,18;174;-1;-1;2561;
