time ;e1;e2;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x;y;z;dxr;dyr;dzr;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;dxd;dyd;dzd;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kpyaw;kivx;kivy;kivz;kdvx;kdvy;kdvz;kdyaw;ktg;veld;pitchoff;ke1;ke2;gravity;thr_vel
0,129127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,15329;0;0;0;0;0;0;0;0;0;0;0;0;-2,49855;-0,173946;-0,419295;0,00214679;-0,0588011;-0,07;0;-0,0588403;-0,07;0;-0,0588403;-0,14481;0;0;0;0;0;-0,0364931;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,187805;0;0;0;0;0;0;0;0;0;0;0;0;-2,49905;-0,175368;-0,419295;-0,0652527;-0,131308;-0,14;-0,07;-0,12884;-0,14;-0,0926734;-0,204363;-0,14481;0;0;0;0;0;-0,0364931;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,223649;0;0;0;0;0;0;0;0;0;0;0;0;-2,50117;-0,175368;-0,419941;0,00214679;-0,0588011;-0,14481;0;-0,0588403;-0,14481;0,0163128;-0,0588403;-0,14481;0;0;0;0;0;-0,0364931;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,24919;0;0;0;0;0;0;0;0;0;0;0;0;-2,50117;-0,182422;-0,414227;0,0206677;-0,128214;-0,0748102;0,0163128;-0,12884;-0,0748102;0,0163128;-0,204363;0,223645;0;0;0;0;0;-0,0338796;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,287699;0;0;0;0;0;0;0;0;0;0;0;0;-2,50002;-0,184454;-0,419941;0,0512859;-0,197299;-0,14481;0,0449391;-0,19884;-0,14481;0,0449391;-0,896086;-0,305419;0;0;0;0;0;-0,0320404;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,315426;0;0;0;0;0;0;0;0;0;0;0;0;-2,49457;-0,184454;-0,434724;0,0535283;-0,267263;-0,0748102;0,0449391;-0,26884;-0,0748102;0,0449391;-0,896086;0,223645;0;0;0;0;0;-0,0320404;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,352217;0;0;0;0;0;0;0;0;0;0;0;0;-2,48791;-0,176269;-0,447918;0,12167;-0,194794;-0,14481;0,114939;-0,19884;-0,14481;0,180884;0,367898;-0,358523;0;0;0;0;0;-0,0341955;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,385192;0;0;0;0;0;0;0;0;0;0;0;0;-2,49398;-0,176269;-0,43554;0,0493177;-0,127229;-0,0748102;0,0449391;-0,12884;-0,0748102;-0,183995;0,367898;0,375392;0;0;0;0;0;-0,0341955;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,420598;0;0;0;0;0;0;0;0;0;0;0;0;-2,48791;-0,186653;-0,447918;0,120393;-0,195586;-0,14481;0,114939;-0,19884;-0,14481;0,180884;-0,725535;-0,358523;0;0;0;0;0;-0,0276517;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,453435;0;0;0;0;0;0;0;0;0;0;0;0;-2,49398;-0,186653;-0,43688;0,0523549;-0,267495;-0,0748102;0,0449391;-0,26884;-0,0748102;-0,183995;-0,725535;0,375392;0;0;0;0;0;-0,0276517;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,483232;0;0;0;0;0;0;0;0;0;0;0;0;-2,49121;-0,183397;-0,43688;0,124183;-0,335563;-0,00481018;0,114939;-0,33884;-0,00481018;0,144299;-0,780654;0,0257995;0;0;0;0;0;-0,0274129;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
0,517847;0;0;0;0;0;0;0;0;0;0;0;0;-2,4955;-0,171842;-0,436111;0,0534194;-0,267285;0,0651898;0,0449391;-0,26884;0,0651898;-0,172503;0,333609;0,325263;0;0;0;0;0;-0,0316328;0;0;-1000;1000;-500;1700;-10;10;-10;-0;0;-0;250;0,2;0,2;177;-1;-1;2560;0,07
