time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	dxr	dyr	dzr	dxrT	dyrT	dzrT	dxrUn	dyrUn	dzrUn	dxd	dyd	dzd	Perpx	Tangx	Perpy	Tangy	Perpz	Tanz	pitch	roll	yaw	yawd	eyaw	kpvx	kpvy	kpvz	kpyaw	kivx	kivy	kivz	kdvx	kdvy	kdvz	kdyaw	ktg	veld	pitchoff	ke1	ke2	gravity	thr_vel
8.16677	1.03958	-0.111711	100	6	1500	100	-0.00543464	0.0303172	-0.024319	-4.87976e-05	0.000272218	-0.00021836	-1.99145	-0.134778	0.111711	0.0207212	-0.0200459	0.0223817	0.0207212	-0.0200459	0.0223817	0.0207212	-0.0200459	0.0223817	0.0166791	0.0109551	-0.00133922	0.00116229	0.0155168	0.0124085	-0.00145345	-0.00133922	0	-0.0657989	0.0294961	0.00511866	0.0675752	0.062416	-200	200	-500	1700	-2	2	-10	-0	0	-0	250	1.3	0.02	177	-1.2	-1	2560	0.07
8.16777	1.03958	-0.111711	178	6	1600	103	-0.00543873	0.0303215	-0.0243128	-5.42146e-05	0.000302419	-0.000242576	-1.99145	-0.134778	0.111711	0.0207212	-0.0200459	0.0223817	0.0207212	-0.0200459	0.0223817	0.0207212	-0.0200459	0.0223817	0.0166791	0.0109551	-0.00133922	0.00116229	0.0155168	0.0124085	-0.00145345	-0.00133922	0	-0.0659734	0.0293215	0.00511866	0.0675752	0.062416	-200	200	-500	1700	-2	2	-10	-0	0	-0	250	1.3	0.02	177	-1.2	-1	2560	0.07
8.17305	1.04464	-0.112183	172	-4	1700	108	0.0239062	-0.0205444	0.00406291	7.21299e-05	0.000193842	-0.000221103	-1.99142	-0.14059	0.112183	-0.00711838	0.0314279	-0.00636968	-0.00711838	0.0314279	-0.00636968	-0.00711838	0.0314279	-0.00636968	0.0166731	0.0109638	-0.00134231	0.00118852	0.0154846	0.0124429	-0.00147906	-0.00134231	0	-0.0659734	0.0293215	0.00803922	0.0704812	0.0624014	-200	200	-500	1700	-2	2	-10	-0	0	-0	250	1.3	0.02	177	-1.2	-1	2560	0.07
8.17787	1.04464	-0.112183	172	-4	1800	108	0.0239062	-0.0205451	0.00405932	0.000187382	9.47937e-05	-0.000201533	-1.99142	-0.14059	0.112183	-0.00711838	0.0314279	-0.00636968	-0.00711838	0.0314279	-0.00636968	-0.00711838	0.0314279	-0.00636968	0.0166731	0.0109638	-0.00134231	0.00118852	0.0154846	0.0124429	-0.00147906	-0.00134231	0	-0.0659734	0.029147	0.00803922	0.0704812	0.0624014	-200	200	-500	1700	-2	2	-10	-0	0	-0	250	1.3	0.02	177	-1.2	-1	2560	0.07
8.18791	1.04464	-0.112183	172	-4	1900	108	0.0239062	-0.0205458	0.00405574	0.000427401	-0.000111486	-0.000160814	-1.99142	-0.14059	0.112183	-0.00711838	0.0314279	-0.00636968	-0.00711838	0.0314279	-0.00636968	-0.00711838	0.0314279	-0.00636968	0.0166731	0.0109638	-0.00134231	0.00118852	0.0154846	0.0124429	-0.00147906	-0.00134231	0	-0.0659734	0.0289725	0.00803922	0.0704812	0.0624014	-200	200	-500	1700	-2	2	-10	-0	0	-0	250	1.3	0.02	177	-1.2	-1	2560	0.07
8.19784	1.04464	-0.112183	172	-4	2000	108	0.0239062	-0.0205465	0.00405215	0.000664598	-0.000315349	-0.000120608	-1.99142	-0.14059	0.112183	-0.00711838	0.0314279	-0.00636968	-0.00711838	0.0314279	-0.00636968	-0.00711838	0.0314279	-0.00636968	0.0166731	0.0109638	-0.00134231	0.00118852	0.0154846	0.0124429	-0.00147906	-0.00134231	0	-0.0659734	0.0287979	0.00803922	0.0704812	0.0624014	-200	200	-500	1700	-2	2	-10	-0	0	-0	250	1.3	0.02	177	-1.2	-1	2560	0.07
8.2078	1.04464	-0.112183	172	-4	2100	108	0.0239062	-0.0205472	0.00404857	0.000902704	-0.000519999	-8.02844e-05	-1.99142	-0.14059	0.112183	-0.00711838	0.0314279	-0.00636968	-0.00711838	0.0314279	-0.00636968	-0.00711838	0.0314279	-0.00636968	0.0166731	0.0109638	-0.00134231	0.00118852	0.0154846	0.0124429	-0.00147906	-0.00134231	0	-0.0659734	0.0286234	0.00803922	0.0704812	0.0624014	-200	200	-500	1700	-2	2	-10	-0	0	-0	250	1.3	0.02	177	-1.2	-1	2560	0.07
8.2109	1.0456	-0.112471	178	8	2200	100	-0.00520636	0.0422541	-0.0245498	0.000886549	-0.000388884	-0.000156462	-1.99116	-0.141736	0.112471	0.0207212	-0.0319887	0.0222776	0.0207212	-0.0319887	0.0222776	0.0207212	-0.0319887	0.0222776	0.0167027	0.0109183	-0.00134526	0.00122868	0.015474	0.0124459	-0.00152763	-0.00134526	0	-0.0659734	0.0286234	0.00842251	0.071063	0.0625996	-200	200	-500	1700	-2	2	-10	-0	0	-0	250	1.3	0.02	177	-1.2	-1	2560	0.07
8.21779	1.0456	-0.112471	178	8	2300	100	-0.00520636	0.0422626	-0.024535	0.000850667	-9.76104e-05	-0.000325558	-1.99116	-0.141736	0.112471	0.0207212	-0.0319887	0.0222776	0.0207212	-0.0319887	0.0222776	0.0207212	-0.0319887	0.0222776	0.0167027	0.0109183	-0.00134526	0.00122868	0.015474	0.0124459	-0.00152763	-0.00134526	0	-0.0659734	0.0282743	0.00842251	0.071063	0.0625996	-200	200	-500	1700	-2	2	-10	-0	0	-0	250	1.3	0.02	177	-1.2	-1	2560	0.07
8.22781	1.0456	-0.112471	178	8	2400	100	-0.00521043	0.0422627	-0.0245341	0.000798458	0.000325861	-0.00057139	-1.99116	-0.141736	0.112471	0.0207212	-0.0319887	0.0222776	0.0207212	-0.0319887	0.0222776	0.0207212	-0.0319887	0.0222776	0.0167027	0.0109183	-0.00134526	0.00122868	0.015474	0.0124459	-0.00152763	-0.00134526	0	-0.066148	0.0282743	0.00842251	0.071063	0.0625996	-200	200	-500	1700	-2	2	-10	-0	0	-0	250	1.3	0.02	177	-1.2	-1	2560	0.07
